10000,2579,ets,7329,-181128
10000,2579,pd,5251,1283760
10000,2579,dict,27377,1944584
10000,2579,gb_trees,23932,1201816
10000,2579,map_get,10971,1944584
10000,2579,map_find,11152,1944584
10000,2579,map_match,10035,3747320
10000,2579,ets,9258,-181128
10000,2579,pd,4926,1283760
10000,2579,dict,30593,1944584
10000,2579,gb_trees,23692,1201816
10000,2579,map_get,13867,1944584
10000,2579,map_find,10392,1944584
10000,2579,map_match,9365,3747320
20000,7970,ets,14579,849096
20000,7970,pd,12415,1737064
20000,7970,dict,59670,3146408
20000,7970,gb_trees,46876,3146408
20000,7970,map_get,20145,3146408
20000,7970,map_find,20696,3146408
20000,7970,map_match,19917,3146408
20000,7970,ets,15693,849096
20000,7970,pd,12271,1737064
20000,7970,dict,59189,3146408
20000,7970,gb_trees,47431,3146408
20000,7970,map_get,19913,3146408
20000,7970,map_find,20378,3146408
20000,7970,map_match,15018,3146408
30000,15144,ets,23350,1015952
30000,15144,pd,13498,1737072
30000,15144,dict,87750,2174112
30000,15144,gb_trees,81349,5091000
30000,15144,map_get,36555,7024752
30000,15144,map_find,37828,7024752
30000,15144,map_match,33446,7024752
30000,15144,ets,22749,1015952
30000,15144,pd,11881,1737072
30000,15144,dict,87578,2174112
30000,15144,gb_trees,80951,5091000
30000,15144,map_get,36190,7024752
30000,15144,map_find,40769,7024752
30000,15144,map_match,31368,7024752
40000,23518,ets,32276,-2023920
40000,23518,pd,19290,2709368
40000,23518,dict,159489,7050952
40000,23518,gb_trees,111731,5451544
40000,23518,map_get,54447,5451544
40000,23518,map_find,45875,5451544
40000,23518,map_match,44131,7050952
40000,23518,ets,29196,-2023920
40000,23518,pd,14900,2709368
40000,23518,dict,160499,7050952
40000,23518,gb_trees,120180,5451544
40000,23518,map_get,47602,5451544
40000,23518,map_find,43552,5451544
40000,23518,map_match,43844,7050952
50000,32460,ets,40973,3731280
50000,32460,pd,23771,2709368
50000,32460,dict,197342,5451544
50000,32460,gb_trees,141819,5451544
50000,32460,map_get,66015,7050952
50000,32460,map_find,65380,7050952
50000,32460,map_match,62068,7050952
50000,32460,ets,38207,3731280
50000,32460,pd,22373,2709368
50000,32460,dict,192814,5451544
50000,32460,gb_trees,138586,5451544
50000,32460,map_get,62748,7050952
50000,32460,map_find,58626,7050952
50000,32460,map_match,59832,7050952
60000,41822,ets,43459,3779640
60000,41822,pd,32347,3681656
60000,41822,dict,219237,5451544
60000,41822,gb_trees,155768,5451544
60000,41822,map_get,77400,5451544
60000,41822,map_find,82612,5451544
60000,41822,map_match,78009,7050952
60000,41822,ets,46302,3779640
60000,41822,pd,33012,3681656
60000,41822,dict,233326,5451544
60000,41822,gb_trees,159960,5451544
60000,41822,map_get,74554,5451544
60000,41822,map_find,71178,5451544
60000,41822,map_match,71788,7050952
70000,51566,ets,49184,-1288856
70000,51566,pd,29929,163864
70000,51566,dict,274621,4505448
70000,51566,gb_trees,200432,4505448
70000,51566,map_get,97097,6424736
70000,51566,map_find,87982,6424736
70000,51566,map_match,84456,6424736
70000,51566,ets,49823,-1288856
70000,51566,pd,29407,163864
70000,51566,dict,261591,4505448
70000,51566,gb_trees,208660,4505448
70000,51566,map_get,92317,6424736
70000,51566,map_find,88021,6424736
70000,51566,map_match,83674,6424736
80000,61443,ets,57261,2602592
80000,61443,pd,35445,1496704
80000,61443,dict,326507,9700176
80000,61443,gb_trees,226170,4505448
80000,61443,map_get,108711,6424736
80000,61443,map_find,104030,6424736
80000,61443,map_match,95312,6424736
80000,61443,ets,59798,2602592
80000,61443,pd,39222,1496704
80000,61443,dict,322533,9700176
80000,61443,gb_trees,230540,4505448
80000,61443,map_get,105874,6424736
80000,61443,map_find,108091,6424736
80000,61443,map_match,96183,6424736
90000,70992,ets,63389,5782480
90000,70992,pd,46289,4669312
90000,70992,dict,345762,4505448
90000,70992,gb_trees,262919,972288
90000,70992,map_get,114860,4505448
90000,70992,map_find,114507,4505448
90000,70992,map_match,115217,6424736
90000,70992,ets,70957,5782480
90000,70992,pd,46266,4669312
90000,70992,dict,350039,4505448
90000,70992,gb_trees,268304,972288
90000,70992,map_get,118696,4505448
90000,70992,map_find,123832,4505448
90000,70992,map_match,114988,6424736
100000,81335,ets,80798,4187608
100000,81335,pd,54799,4669312
100000,81335,dict,400771,12463952
100000,81335,gb_trees,279705,9700176
100000,81335,map_get,130151,6424736
100000,81335,map_find,119554,6424736
100000,81335,map_match,116013,6424736
100000,81335,ets,90085,4187608
100000,81335,pd,55512,4669312
100000,81335,dict,409395,12463952
100000,81335,gb_trees,294004,9700176
100000,81335,map_get,128514,6424736
100000,81335,map_find,118117,6424736
100000,81335,map_match,117508,6424736
110000,91186,ets,91251,6375928
110000,91186,pd,54050,5255760
110000,91186,dict,426072,8367336
110000,91186,gb_trees,314510,1573200
110000,91186,map_get,143766,5091896
110000,91186,map_find,140921,5091896
110000,91186,map_match,136324,8367336
110000,91186,ets,87004,6375928
110000,91186,pd,56353,5255760
110000,91186,dict,424192,8367336
110000,91186,gb_trees,308983,1573200
110000,91186,map_get,149317,5091896
110000,91186,map_find,139217,5091896
110000,91186,map_match,131548,8367336
120000,101142,ets,106728,6377104
120000,101142,pd,61555,5255760
120000,101142,dict,468189,11131112
120000,101142,gb_trees,333756,11131112
120000,101142,map_get,140565,8367336
120000,101142,map_find,135871,8367336
120000,101142,map_match,133420,8367336
120000,101142,ets,99682,6377104
120000,101142,pd,63555,5255760
120000,101142,dict,456821,11131112
120000,101142,gb_trees,338350,11131112
120000,101142,map_get,143430,8367336
120000,101142,map_find,142730,8367336
120000,101142,map_match,132279,8367336
130000,111070,ets,102795,4779208
130000,111070,pd,64711,3656352
130000,111070,dict,503747,9531704
130000,111070,gb_trees,379777,9531704
130000,111070,map_get,170867,9531704
130000,111070,map_find,168012,9531704
130000,111070,map_match,154502,6767928
130000,111070,ets,97308,4779208
130000,111070,pd,62173,3656352
130000,111070,dict,501962,9531704
130000,111070,gb_trees,373254,9531704
130000,111070,map_get,169552,9531704
130000,111070,map_find,160445,9531704
130000,111070,map_match,157323,6767928
140000,121188,ets,105991,4780160
140000,121188,pd,73290,6931792
140000,121188,dict,535588,9531704
140000,121188,gb_trees,378711,-1959960
140000,121188,map_get,197268,6767928
140000,121188,map_find,178018,6767928
140000,121188,map_match,175478,9531704
140000,121188,ets,113602,4780160
140000,121188,pd,75518,6931792
140000,121188,dict,564662,9531704
140000,121188,gb_trees,389201,-1959960
140000,121188,map_get,188356,6767928
140000,121188,map_find,210124,6767928
140000,121188,map_match,250904,9531704
150000,130950,ets,136861,6136592
150000,130950,pd,74828,5012504
150000,130950,dict,615384,10928944
150000,130950,gb_trees,420357,7612416
150000,130950,map_get,195238,7612416
150000,130950,map_find,194390,7612416
150000,130950,map_match,182998,10928944
150000,130950,ets,118101,6136592
150000,130950,pd,70819,5012504
150000,130950,dict,577633,10928944
150000,130950,gb_trees,412131,7612416
150000,130950,map_get,197513,7612416
150000,130950,map_find,194893,7612416
150000,130950,map_match,184297,10928944
160000,141006,ets,123670,6136872
160000,141006,pd,82406,7776280
160000,141006,dict,625001,10928944
160000,141006,gb_trees,441010,7612416
160000,141006,map_get,214108,10928944
160000,141006,map_find,202095,10928944
160000,141006,map_match,196756,10928944
160000,141006,ets,129251,6136872
160000,141006,pd,74826,7776280
160000,141006,dict,622491,10928944
160000,141006,gb_trees,437074,7612416
160000,141006,map_get,218539,10928944
160000,141006,map_find,203096,10928944
160000,141006,map_match,189952,10928944
170000,151162,ets,133338,6136872
170000,151162,pd,79903,7776280
170000,151162,dict,667491,1573200
170000,151162,gb_trees,493095,10928944
170000,151162,map_get,223663,10928944
170000,151162,map_find,214920,10928944
170000,151162,map_match,204763,10928944
170000,151162,ets,142956,6136872
170000,151162,pd,81105,7776280
170000,151162,dict,660814,1573200
170000,151162,gb_trees,510696,10928944
170000,151162,map_get,231806,10928944
170000,151162,map_find,219685,10928944
170000,151162,map_match,205907,10928944
180000,160991,ets,148806,6597392
180000,160991,pd,82123,8789664
180000,160991,dict,705871,14178840
180000,160991,gb_trees,481923,8625800
180000,160991,map_get,235265,8625800
180000,160991,map_find,222213,8625800
180000,160991,map_match,207611,14178840
180000,160991,ets,136599,6597392
180000,160991,pd,72963,8789664
180000,160991,dict,697831,14178840
180000,160991,gb_trees,500800,8625800
180000,160991,map_get,235443,8625800
180000,160991,map_find,224671,8625800
180000,160991,map_match,205794,14178840
190000,170988,ets,137370,9914200
190000,170988,pd,81758,5473136
190000,170988,dict,747414,-729944
190000,170988,gb_trees,551058,14178840
190000,170988,map_get,239888,14178840
190000,170988,map_find,227546,14178840
190000,170988,map_match,226241,14178840
190000,170988,ets,152174,9914200
190000,170988,pd,85280,5473136
190000,170988,dict,753222,-729944
190000,170988,gb_trees,532665,14178840
190000,170988,map_get,252138,14178840
190000,170988,map_find,230961,14178840
190000,170988,map_match,223738,14178840
200000,181148,ets,170393,6597672
200000,181148,pd,104420,8789664
200000,181148,dict,788152,5309272
200000,181148,gb_trees,549712,-6182392
200000,181148,map_get,262432,8625800
200000,181148,map_find,258164,8625800
200000,181148,map_match,245643,14178840
200000,181148,ets,159578,6597672
200000,181148,pd,97984,8789664
200000,181148,dict,781768,5309272
200000,181148,gb_trees,554915,-6182392
200000,181148,map_get,262950,8625800
200000,181148,map_find,253803,8625800
200000,181148,map_match,250980,14178840
210000,191148,ets,175076,9914200
210000,191148,pd,98231,8789664
210000,191148,dict,818790,27231104
210000,191148,gb_trees,563652,-2649232
210000,191148,map_get,260776,14178840
210000,191148,map_find,276481,8625800
210000,191148,map_match,256375,14178840
210000,191148,ets,160378,9914200
210000,191148,pd,99237,8789664
210000,191148,dict,821994,27231104
210000,191148,gb_trees,571447,-2649232
210000,191148,map_get,280379,14178840
210000,191148,map_find,270038,8625800
210000,191148,map_match,251463,14178840
220000,201248,ets,158950,12703464
220000,201248,pd,101420,6025888
220000,201248,dict,868767,16190864
220000,201248,gb_trees,589729,11415064
220000,201248,map_get,284146,16190864
220000,201248,map_find,260616,16190864
220000,201248,map_match,252355,11415064
220000,201248,ets,161869,12703464
220000,201248,pd,93676,6025888
220000,201248,dict,864938,16190864
220000,201248,gb_trees,601378,11415064
220000,201248,map_get,279549,16190864
220000,201248,map_find,274019,16190864
220000,201248,map_match,256351,11415064
230000,211198,ets,178883,12703464
230000,211198,pd,111768,6025888
230000,211198,dict,908391,16190864
230000,211198,gb_trees,640076,16190864
230000,211198,map_get,282075,16190864
230000,211198,map_find,274842,16190864
230000,211198,map_match,269107,11415064
230000,211198,ets,172172,12703464
230000,211198,pd,106564,6025888
230000,211198,dict,896684,16190864
230000,211198,gb_trees,643716,16190864
230000,211198,map_get,294337,16190864
230000,211198,map_find,279341,16190864
230000,211198,map_match,267885,11415064
240000,221100,ets,176429,12703408
240000,221100,pd,108470,6025888
240000,221100,dict,951664,-5413008
240000,221100,gb_trees,639190,11415064
240000,221100,map_get,305125,16190864
240000,221100,map_find,295891,16190864
240000,221100,map_match,293818,16190864
240000,221100,ets,175718,12703408
240000,221100,pd,107656,6025888
240000,221100,dict,938843,-5413008
240000,221100,gb_trees,628828,11415064
240000,221100,map_get,306044,16190864
240000,221100,map_find,299039,16190864
240000,221100,map_match,278379,16190864
250000,230944,ets,207218,12703464
250000,230944,pd,119709,6025888
250000,230944,dict,973620,24467328
250000,230944,gb_trees,647106,11415064
250000,230944,map_get,325296,16190864
250000,230944,map_find,307324,16190864
250000,230944,map_match,292579,16190864
250000,230944,ets,195249,12703464
250000,230944,pd,114385,6025888
250000,230944,dict,959505,24467328
250000,230944,gb_trees,629856,11415064
250000,230944,map_get,323008,16190864
250000,230944,map_find,308205,16190864
250000,230944,map_match,300948,16190864
260000,240510,ets,182754,14162736
260000,240510,pd,101503,13038200
260000,240510,dict,973165,21150800
260000,240510,gb_trees,659517,8098536
260000,240510,map_get,330184,21150800
260000,240510,map_find,310463,21150800
260000,240510,map_match,297366,21150800
260000,240510,ets,178215,14162736
260000,240510,pd,95643,13038200
260000,240510,dict,968337,21150800
260000,240510,gb_trees,664719,8098536
260000,240510,map_get,333978,21150800
260000,240510,map_find,343202,21150800
260000,240510,map_match,323765,21150800
270000,250913,ets,227050,14162736
270000,250913,pd,111414,13038200
270000,250913,dict,1180371,21150800
270000,250913,gb_trees,719062,12874336
270000,250913,map_get,339825,21150800
270000,250913,map_find,328867,21150800
270000,250913,map_match,339950,21150800
270000,250913,ets,237716,14162736
270000,250913,pd,111882,13038200
270000,250913,dict,1057785,21150800
270000,250913,gb_trees,701558,12874336
270000,250913,map_get,347791,21150800
270000,250913,map_find,334681,21150800
270000,250913,map_match,321956,21150800
280000,261279,ets,226142,9386936
280000,261279,pd,138672,8262400
280000,261279,dict,1151268,-6810248
280000,261279,gb_trees,711303,12874336
280000,261279,map_get,362347,21150800
280000,261279,map_find,345223,21150800
280000,261279,map_match,334754,21150800
280000,261279,ets,213831,9386936
280000,261279,pd,145086,8262400
280000,261279,dict,1124626,-6810248
280000,261279,gb_trees,738893,12874336
280000,261279,map_get,354888,21150800
280000,261279,map_find,343105,21150800
280000,261279,map_match,325413,21150800
290000,270932,ets,220106,9386936
290000,270932,pd,133150,8262400
290000,270932,dict,1122275,28027952
290000,270932,gb_trees,662207,12874336
290000,270932,map_get,367964,21150800
290000,270932,map_find,353873,21150800
290000,270932,map_match,337184,21150800
290000,270932,ets,222797,9386936
290000,270932,pd,130001,8262400
290000,270932,dict,1135714,28027952
290000,270932,gb_trees,675836,12874336
290000,270932,map_get,366597,21150800
290000,270932,map_find,349969,21150800
290000,270932,map_match,333161,21150800
300000,281020,ets,245174,14162736
300000,281020,pd,140638,13038200
300000,281020,dict,1155100,-771032
300000,281020,gb_trees,820353,12874336
300000,281020,map_get,379089,21150800
300000,281020,map_find,362809,21150800
300000,281020,map_match,344161,21150800
300000,281020,ets,224507,14162736
300000,281020,pd,139390,13038200
300000,281020,dict,1143390,-771032
300000,281020,gb_trees,815693,12874336
300000,281020,map_get,381411,21150800
300000,281020,map_find,364766,21150800
300000,281020,map_match,346982,21150800
